,enzyme,gene_symbol
2945,2.7.7.49,TERT
2946,2.3.1.1,NAGS
2947,3.5.4.38,AICDA
2948,2.1.1.360,DOT1L
2949,2.7.1.22,NMRK2
2950,2.7.1.22,NMRK1
2951,2.7.1.173,NMRK2
2952,2.7.1.173,NMRK1
2953,2.7.7.79,THG1L
2954,3.1.3.29,NANP
2955,3.5.2.7,AMDHD1
2956,4.1.1.90,GGCX
2957,1.14.99.38,CH25H
2958,1.17.99.3,ACOX2
2959,3.1.2.4,HIBCH
2960,3.4.11.7,ENPEP
2961,2.1.1.320,PRMT5
2962,2.1.1.320,PRMT9
2963,2.1.1.321,PRMT7
2964,1.5.5.3,PRODH2
2965,1.1.1.184,CBR1
2966,1.1.1.184,CBR3
2967,1.1.1.189,CBR1
2968,1.1.1.197,CBR1
2969,2.7.1.14,SHPK
2970,3.4.11.1,LAP3
2971,3.4.11.5,LAP3
2972,2.7.8.5,PGS1
2973,5.4.99.2,MMUT
2974,1.1.1.40,ME3
2975,1.1.1.40,ME1
2976,2.3.1.24,CERS1
2977,2.3.1.24,CERS3
2978,2.3.1.24,CERS2
2979,2.3.1.24,CERS4
2980,5.4.2.4,BPGM
2981,5.4.2.11,PGAM4
2982,5.4.2.11,PGAM1
2983,5.4.2.11,PGAM2
2984,5.4.2.11,BPGM
2985,6.2.1.17,ACSS3
2986,6.2.1.2,ACSM1
2987,6.2.1.2,ACSM2A
2988,6.2.1.2,ACSM6
2989,6.2.1.2,ACSM4
2990,6.2.1.2,ACSM2B
2991,6.2.1.2,ACSM5
2992,6.2.1.2,ACSM3
2993,6.2.1.2,ACSF2
2994,6.1.1.10,MARS1
2995,6.1.1.10,MARS2
2996,2.4.1.40,ABO
2997,2.4.1.37,ABO
2998,3.2.1.108,LCT
2999,3.2.1.62,LCT
3000,4.6.1.2,GUCY1A2
3001,4.6.1.2,GUCY1A1
3002,4.6.1.2,GUCY1B1
3003,4.6.1.2,GUCY2C
3004,4.6.1.2,GUCY2F
3005,4.6.1.2,GUCY2D
3006,4.6.1.2,NPR1
3007,4.6.1.2,NPR2
3008,3.1.4.12,ENPP7
3009,3.1.4.12,SMPD3
3010,3.1.4.12,SMPD4
3011,3.1.4.12,SMPD1
3012,3.1.4.12,SMPD2
3013,1.14.11.33,ALKBH2
3014,5.4.99.25,TRUB1
3015,5.4.99.25,PUS10
3016,3.4.22.41,CTSF
3017,3.1.2.27,ACOT8
3018,2.7.7.80,MOCS3
3019,2.8.1.11,MOCS3
3020,3.2.1.45,GBA
3021,3.2.1.45,GBA2
3022,4.3.2.9,GGCT
3023,6.3.2.2,GCLC
3024,1.1.1.300,RDH13
3025,1.1.1.300,RDH12
3026,1.1.1.300,RDH11
3027,1.1.1.300,DHRS3
3028,3.1.1.64,RPE65
3029,5.3.3.22,RPE65
3030,1.4.3.22,AOC1
3031,1.1.99.24,ADHFE1
3032,3.4.11.2,ANPEP
3033,3.1.1.98,NOTUM
3034,4.2.1.3,ACO1
3035,4.2.1.3,ACO2
3036,1.14.11.54,ALKBH3
3037,1.1.2.4,LDHD
3038,2.3.1.85,FASN
3039,1.17.1.4,XDH
3040,1.17.3.2,XDH
3041,1.1.3.15,HAO2
3042,1.1.3.15,HAO1
3043,1.14.11.68,KDM6B
3044,1.14.11.68,KDM6A
3045,1.14.11.68,UTY
3046,2.5.1.91,PDSS1
3047,2.5.1.91,PDSS2
3048,4.2.1.152,ALOXE3
3049,5.4.4.7,ALOXE3
3050,1.14.11.67,KDM5B
3051,1.14.11.67,KDM5A
3052,1.14.11.67,KDM5C
3053,1.14.11.67,KDM5D
3054,2.1.2.3,ATIC
3055,3.5.4.10,ATIC
3056,2.3.1.65,BAAT
3057,1.3.1.34,DECR1
3058,1.3.1.34,DECR2
3059,1.2.1.84,FAR2
3060,1.2.1.84,FAR1
3061,5.3.3.8,ECI2
3062,5.3.3.8,ECI1
3063,5.3.3.8,EHHADH
3064,1.14.13.39,NOS1
3065,1.14.13.39,NOS2
3066,1.14.13.39,NOS3
3067,1.1.1.178,HSD17B10
3068,2.7.1.2,GCK
3069,3.1.1.96,DTD2
3070,3.1.1.96,DTD1
3071,3.1.13.1,ISG20
3072,2.6.1.19,ABAT
3073,2.6.1.22,ABAT
3074,3.1.4.17,PDE10A
3075,3.1.4.17,PDE11A
3076,3.1.4.17,PDE1A
3077,3.1.4.17,PDE1C
3078,3.1.4.17,PDE2A
3079,3.1.4.17,PDE3A
3080,3.1.4.17,PDE3B
3081,3.1.4.17,PDE1B
3082,3.1.3.78,PIP4P2
3083,3.1.3.78,PIP4P1
3084,3.5.4.37,ADAR
3085,3.4.21.89,SEC11A
3086,3.4.21.89,SEC11C
3087,3.1.21.1,DNASE1
3088,2.7.1.106,PGM2L1
3089,3.2.1.17,LYZL2
3090,3.2.1.17,SPACA5
3091,3.2.1.17,LYZ
3092,3.2.1.17,LYZL6
3093,3.2.1.17,SPACA5B
3094,3.2.1.17,LYZL1
3095,3.2.1.48,SI
3096,3.2.1.10,SI
3097,4.1.2.27,SGPL1
3098,3.4.24.64,PMPCA
3099,3.4.24.64,PMPCB
3100,3.10.1.1,SGSH
3101,1.5.1.5,MTHFD1
3102,3.5.4.9,MTHFD2
3103,3.5.4.9,MTHFD2L
3104,3.5.4.9,MTHFD1
3105,6.3.4.3,MTHFD1L
3106,6.3.4.3,MTHFD1
3107,1.5.1.15,MTHFD2
3108,1.5.1.15,MTHFD2L
3109,3.2.1.52,HEXD
3110,3.2.1.52,HEXA
3111,3.2.1.52,HEXB
3112,1.5.3.1,PIPOX
3113,1.5.3.7,PIPOX
3114,3.1.4.53,PDE7B
3115,3.1.4.53,PDE4A
3116,3.1.4.53,PDE4B
3117,3.1.4.53,PDE4C
3118,3.1.4.53,PDE4D
3119,3.1.4.53,PDE7A
3120,3.1.4.53,PDE8A
3121,3.1.4.53,PDE8B
3122,3.2.1.23,GLB1
3123,2.1.1.346,METTL16
3124,1.14.99.66,KDM1A
3125,1.5.1.30,BLVRB
3126,4.2.1.107,HSD17B4
3127,4.2.1.119,HSD17B4
3128,3.2.1.183,GNE
3129,2.7.1.60,GNE
3130,3.1.3.2,ACP6
3131,3.1.3.2,ACP1
3132,3.1.3.2,ACP2
3133,3.1.3.2,ACP5
3134,3.1.3.2,ACP3
3135,3.1.3.2,ACP4
3136,3.5.1.1,ASPG
3137,3.5.1.1,ASRGL1
3138,3.4.19.5,ASRGL1
3139,3.1.4.43,GDPD2
3140,2.7.7.52,TUT4
3141,2.7.7.52,TUT1
3142,2.7.7.52,TUT7
3143,2.7.4.2,PMVK
3144,1.3.1.22,SRD5A1
3145,1.3.1.22,SRD5A2
3146,1.3.1.22,SRD5A3
3147,1.3.1.94,SRD5A3
3148,6.3.5.5,CAD
3149,2.1.3.2,CAD
3150,3.5.2.3,CAD
3151,2.5.1.59,FNTA
3152,2.5.1.59,PGGT1B
3153,1.4.3.2,IL4I1
3154,3.1.1.13,CEL
3155,3.1.1.13,LIPA
3156,1.14.11.65,PHF8
3157,1.14.11.65,KDM3B
3158,1.14.11.65,HR
3159,1.14.11.65,KDM3A
3160,1.14.11.65,KDM7A
3161,5.4.2.3,PGM3
3162,2.7.7.14,PCYT2
3163,2.4.1.50,COLGALT2
3164,2.4.1.50,COLGALT1
3165,2.4.1.50,PLOD3
3166,6.3.4.9,HLCS
3167,6.3.4.10,HLCS
3168,6.3.4.11,HLCS
3169,6.3.4.15,HLCS
3170,4.1.1.21,PAICS
3171,6.3.2.6,PAICS
3172,6.3.4.13,GART
3173,2.1.2.2,GART
3174,6.3.3.1,GART
3175,2.5.1.87,NUS1
3176,2.5.1.87,DHDDS
3177,1.3.1.88,DUS1L
3178,2.7.1.149,PIP4K2A
3179,2.7.1.149,PIP4K2C
3180,2.7.1.149,PIP4K2B
3181,5.1.1.18,SRR
3182,1.3.5.2,DHODH
3183,4.1.1.45,ACMSD
3184,1.1.1.38,ME2
3185,2.8.2.14,SULT2A1
3186,3.1.1.3,CEL
3187,3.1.1.3,PNLIPRP3
3188,3.1.1.3,AADAC
3189,3.1.1.3,LIPC
3190,3.1.1.3,PNLIP
3191,3.1.1.3,PNLIPRP1
3192,3.1.1.3,PNLIPRP2
3193,3.1.1.3,PNPLA2
3194,3.1.1.3,PNPLA3
3195,3.1.1.3,LIPF
3196,3.1.1.3,LIPG
3197,3.2.1.20,GAA
3198,3.2.1.20,GANC
3199,3.2.1.20,MGAM
3200,3.2.1.20,MGAM2
3201,3.2.1.3,MGAM
3202,3.2.1.3,MGAM2
3203,1.5.3.16,SMOX
3204,1.8.98.2,SRXN1
3205,1.1.1.181,HSD3B7
3206,1.1.1.270,HSD17B7
3207,1.1.1.270,DHRS11
3208,3.6.1.59,DCPS
3209,1.1.1.239,HSD17B2
3210,1.1.1.239,HSD17B8
3211,1.1.1.239,HSD17B6
3212,1.1.1.105,SDR16C5
3213,1.1.1.105,HSD17B6
3214,1.3.1.20,AKR1C1
3215,1.3.1.20,DHDH
3216,1.1.1.179,DHDH
3217,1.6.3.1,DUOX2
3218,1.6.3.1,DUOX1
3219,1.1.1.145,HSD3B1
3220,1.1.1.145,HSD3B2
3221,5.3.3.1,HSD3B1
3222,5.3.3.1,HSD3B2
3223,3.1.1.47,ASPG
3224,3.1.1.47,PAFAH1B2
3225,3.1.1.47,PAFAH1B3
3226,3.1.1.47,PAFAH2
3227,3.1.1.47,PLA2G7
3228,1.3.1.74,PTGR1
3229,1.3.1.48,PTGR2
3230,1.3.1.48,PTGR1
3231,1.3.1.48,ZADH2
3232,4.1.1.97,URAD
3233,5.3.3.21,ECH1
3234,4.2.1.109,APIP
3235,3.4.16.5,CTSA
3236,2.6.1.44,AGXT
3237,2.6.1.44,AGXT2
3238,2.6.1.40,AGXT2
3239,3.6.1.62,NUDT16
3240,3.6.1.62,DCP2
3241,2.3.1.23,LPCAT3
3242,2.3.1.23,LPCAT4
3243,2.3.1.23,LPCAT2
3244,2.3.1.23,LPCAT1
3245,2.3.1.67,LPCAT2
3246,2.3.1.67,LPCAT1
3247,3.6.1.58,NUDT5
3248,3.6.1.58,NUDT18
3249,2.7.7.96,NUDT5
3250,2.1.2.5,FTCD
3251,4.3.1.4,FTCD
3252,1.1.1.211,HADHA
3253,2.7.7.1,NMNAT2
3254,2.7.7.1,NMNAT3
3255,2.7.7.1,NMNAT1
3256,2.7.7.18,NMNAT2
3257,2.7.7.18,NMNAT3
3258,2.7.7.18,NMNAT1
3259,1.16.3.1,CP
3260,1.16.3.1,FXN
3261,1.16.3.1,HEPH
3262,2.3.1.256,NAA30
3263,2.7.4.14,CMPK2
3264,2.7.4.14,CMPK1
3265,3.6.1.16,ADPRM
3266,3.6.1.53,ADPRM
3267,2.3.1.51,AGPAT1
3268,2.3.1.51,AGPAT2
3269,2.3.1.51,MBOAT2
3270,2.3.1.51,MBOAT1
3271,2.3.1.51,LCLAT1
3272,2.3.1.51,ABHD5
3273,2.3.1.51,AGPAT5
3274,2.3.1.51,AGPAT3
3275,2.3.1.51,AGPAT4
3276,3.1.1.2,PON1
3277,3.1.1.2,PON2
3278,3.1.1.2,PON3
3279,3.1.8.1,PON1
3280,3.1.8.1,PON2
3281,3.1.8.1,PON3
3282,1.14.15.4,CYP11B1
3283,1.14.15.4,CYP11B2
3284,1.14.15.5,CYP11B2
3285,2.4.99.18,STT3B
3286,2.4.99.18,STT3A
3287,2.6.1.45,AGXT
3288,2.6.1.51,AGXT
3289,2.5.1.56,NANS
3290,2.5.1.57,NANS
3291,2.5.1.132,NANS
3292,1.8.3.7,SUMF1
3293,1.1.1.45,CRYL1
3294,3.1.3.32,PNKP
3295,2.7.1.78,CLP1
3296,2.7.1.78,PNKP
3297,2.4.2.10,UMPS
3298,4.1.1.23,UMPS
3299,1.4.4.2,GLDC
3300,1.13.11.53,ADI1
3301,1.13.11.54,ADI1
3302,2.7.2.11,ALDH18A1
3303,1.2.1.41,ALDH18A1
3304,1.1.1.1,ADH1A
3305,1.1.1.1,ADH1B
3306,1.1.1.1,ADH1C
3307,1.1.1.1,ADH4
3308,1.1.1.1,ADH5
3309,1.1.1.1,ADH6
3310,1.1.1.1,ADH7
3311,4.1.3.16,HOGA1
3312,3.1.4.54,NAPEPLD
3313,1.1.1.47,H6PD
3314,1.6.1.2,NNT
3315,7.1.1.1,NNT
3316,1.1.1.284,ADH5
3317,6.4.1.1,PC
3318,2.7.7.4,PAPSS2
3319,2.7.7.4,PAPSS1
3320,2.7.1.25,PAPSS2
3321,2.7.1.25,PAPSS1
3322,2.7.7.13,GMPPB
3323,2.7.7.13,GMPPA
3324,2.4.1.90,B4GALT1
3325,2.4.1.90,B4GALT4
3326,2.4.1.90,B4GALT3
3327,2.4.1.90,B4GALT2
3328,2.4.1.38,B4GALT1
3329,2.4.1.38,B4GALT3
3330,2.4.1.38,B4GALT2
3331,2.4.1.275,B4GALT4
3332,2.7.7.3,COASY
3333,2.7.1.24,COASY
3334,1.1.1.263,AKR1E2
3335,2.7.7.50,RNGTT
3336,3.1.1.93,ABHD10
3337,2.4.1.66,PLOD3
3338,3.5.1.3,NIT2
3339,2.7.8.1,CEPT1
3340,2.7.8.1,SELENOI
3341,1.2.1.31,ALDH7A1
3342,1.2.1.8,ALDH7A1
3343,4.2.3.2,ETNPPL
3344,2.7.7.84,OAS1
3345,2.7.7.84,OAS2
3346,2.7.7.84,OAS3
3347,2.7.1.32,CHKA
3348,2.7.1.32,CHKB
3349,2.6.1.7,AADAT
3350,2.6.1.7,KYAT3
3351,2.6.1.7,KYAT1
3352,2.6.1.39,AADAT
3353,3.1.4.1,FAN1
3354,3.1.4.1,ENPP1
3355,3.1.4.1,ENPP3
3356,3.6.1.9,ENPP1
3357,3.6.1.9,ENPP3
3358,3.1.2.12,ESD
3359,2.7.1.108,DOLK
3360,2.4.1.201,MGAT4C
3361,2.3.1.254,NAA20
3362,2.7.1.150,PIKFYVE
3363,3.1.1.89,PPME1
3364,2.1.1.183,DIMT1
3365,2.7.1.159,ITPK1
3366,2.7.1.134,ITPK1
3367,1.1.1.146,HSD11B1
3368,3.4.13.9,PEPD
3369,5.3.1.23,MRI1
3370,1.11.1.12,GPX4
3371,4.4.1.13,KYAT3
3372,4.4.1.13,KYAT1
3373,2.6.1.64,KYAT3
3374,2.6.1.64,KYAT1
3375,2.3.1.22,MOGAT1
3376,2.3.1.22,MOGAT3
3377,2.3.1.22,MOGAT2
3378,2.6.1.1,GOT1
3379,2.6.1.1,GOT2
3380,2.1.1.205,FTSJ1
3381,1.5.1.8,AASS
3382,1.5.1.9,AASS
3383,2.1.1.287,RRP8
3384,3.5.1.121,NTAN1
3385,4.6.1.19,RNASET2
3386,6.3.4.21,NAPRT
3387,1.16.1.6,MMACHC
3388,2.5.1.151,MMACHC
3389,5.4.2.7,PGM2
3390,1.2.1.47,ALDH9A1
3391,2.8.1.12,MOCS2
3392,2.1.1.260,EMG1
3393,3.6.1.15,NTPCR
3394,3.1.3.46,PFKFB1
3395,3.1.3.46,PFKFB2
3396,3.1.3.46,PFKFB3
3397,3.1.3.46,PFKFB4
3398,3.1.3.46,TIGAR
3399,2.1.1.296,CMTR2
3400,2.1.1.57,CMTR1
3401,6.3.2.11,CARNS1
3402,3.5.1.14,ABHD14A-ACY1
3403,3.5.1.14,ACY1
3404,2.1.1.310,NOP2
3405,3.5.4.34,ADAT1
3406,2.1.1.203,NSUN2
3407,3.4.13.18,CNDP2
3408,2.1.1.35,TRMT2B
3409,5.4.99.27,PUS7
3410,5.4.99.27,PUS7L
3411,2.1.1.311,NSUN5
3412,4.1.3.44,TYW1B
3413,4.1.3.44,TYW1
3414,2.1.1.282,TYW3
3415,2.7.1.105,PFKFB1
3416,2.7.1.105,PFKFB2
3417,2.7.1.105,PFKFB3
3418,2.7.1.105,PFKFB4
3419,3.1.1.17,RGN
3420,2.1.1.228,TRMT5
3421,2.5.1.114,TRMT12
3422,2.3.1.225,ZDHHC19
3423,2.3.1.225,ZDHHC15
3424,2.3.1.225,ZDHHC17
3425,2.3.1.225,ZDHHC20
3426,2.3.1.225,ZDHHC24
3427,2.3.1.225,ZDHHC23
3428,2.3.1.225,ZDHHC5
3429,2.3.1.225,ZDHHC22
3430,2.3.1.225,ZDHHC1
3431,2.3.1.225,ZDHHC8
3432,2.3.1.225,ZDHHC21
3433,2.3.1.225,ZDHHC9
3434,2.3.1.225,ZDHHC2
3435,2.3.1.225,ZDHHC3
3436,2.3.1.225,ZDHHC13
3437,2.3.1.225,ZDHHC4
3438,2.3.1.225,ZDHHC7
3439,2.3.1.225,ZDHHC6
3440,2.3.1.225,ZDHHC11B
3441,2.3.1.225,ZDHHC14
3442,2.3.1.225,ZDHHC11
3443,2.3.1.225,ZDHHC18
3444,2.3.1.225,ZDHHC16
3445,2.3.1.225,ZDHHC12
3446,2.1.1.221,TRMT10B
3447,2.1.1.221,TRMT10A
3448,2.1.1.211,TRMT44
3449,2.1.1.214,TRMT11
3450,3.2.1.130,MANEA
3451,2.7.1.171,FN3K
3452,2.7.1.172,FN3KRP
3453,3.1.3.64,MTM1
3454,3.1.3.64,MTMR8
3455,3.1.3.64,MTMR14
3456,3.1.3.64,MTMR1
3457,3.1.3.64,MTMR3
3458,3.1.3.64,MTMR2
3459,3.1.3.64,MTMR6
3460,3.1.3.64,MTMR7
3461,3.1.3.64,MTMR4
3462,3.1.3.95,MTM1
3463,3.1.3.95,MTMR8
3464,3.1.3.95,MTMR14
3465,3.1.3.95,MTMR1
3466,3.1.3.95,MTMR3
3467,3.1.3.95,MTMR2
3468,3.1.3.95,MTMR6
3469,3.1.3.95,MTMR7
3470,3.1.3.95,MTMR4
3471,1.14.16.5,AGMO
3472,5.2.1.2,GSTZ1
3473,6.5.1.8,RTCB
3474,2.7.7.78,GDPGP1
3475,1.1.1.79,GRHPR
3476,1.1.1.81,GRHPR
3477,2.1.1.225,TRMT13
3478,2.1.1.290,LCMT2
3479,2.3.1.231,LCMT2
3480,3.5.1.99,FAAH2
3481,3.5.1.99,FAAH
3482,1.8.4.12,MSRB2
3483,1.8.4.12,MSRB3
3484,1.8.4.12,MSRB1
3485,2.8.1.9,MOCOS
3486,3.2.1.169,OGA
3487,1.11.1.20,PRXL2B
3488,2.10.1.1,GPHN
3489,2.7.7.75,GPHN
3490,2.1.1.204,TRDMT1
3491,1.13.11.18,ETHE1
3492,2.8.4.5,CDKAL1
3493,3.7.1.5,FAHD1
3494,2.1.1.244,NTMT1
3495,3.1.1.32,PLAAT3
3496,7.6.2.3,ABCC1
3497,1.1.1.330,HSD17B12
3498,3.6.1.12,DCTPP1
3499,1.1.1.51,AKR1C3
3500,1.1.1.188,AKR1C3
3501,1.1.1.213,AKR1C2
3502,1.1.1.213,AKR1C3
3503,1.1.1.357,AKR1C4
3504,1.1.1.357,AKR1C1
3505,1.1.1.357,AKR1C2
3506,1.1.1.357,AKR1C3
3507,2.7.1.81,HYKK
3508,3.5.4.36,APOBEC1
3509,3.6.1.64,NUDT16
3510,1.21.1.1,IYD
3511,1.8.3.4,SELENBP1
3512,1.8.1.8,NXNL2
3513,1.8.1.8,NXN
3514,5.4.2.8,PMM1
3515,5.4.2.8,PMM2
3516,6.3.5.6,GATC
3517,6.3.5.6,GATB
3518,6.3.5.6,QRSL1
3519,6.3.5.7,GATC
3520,6.3.5.7,GATB
3521,6.3.5.7,QRSL1
3522,2.7.1.183,POMK
3523,3.1.3.96,PUDP
3524,2.1.1.299,METTL11B
3525,7.2.2.8,ATP7A
3526,7.2.2.8,ATP7B
3527,4.2.1.68,ENOSF1
3528,3.6.1.55,NUDT1
3529,3.6.1.55,NUDT15
3530,4.2.1.93,NAXD
3531,3.1.1.97,DPH7
3532,1.14.14.51,CYP2C19
3533,1.14.14.51,CYP2C9
3534,1.14.14.52,CYP2C19
3535,1.14.14.52,CYP2C9
3536,1.14.14.53,CYP2C19
3537,1.14.14.53,CYP2C9
3538,1.14.14.75,CYP2C19
3539,1.14.14.75,CYP2J2
3540,4.1.1.6,ACOD1
3541,1.14.14.78,CYP4F3
3542,1.14.14.78,CYP4F11
3543,1.14.14.78,CYP4F2
3544,1.14.14.94,CYP4F3
3545,1.14.14.94,CYP4F2
3546,2.7.7.86,CGAS
3547,2.5.1.108,DPH1
3548,3.6.1.56,NUDT1
3549,5.1.99.6,NAXE
3550,2.1.1.233,LCMT1
3551,2.4.1.312,POMGNT2
3552,1.6.3.5,RNLS
3553,1.14.17.3,PAM
3554,4.3.2.5,PAM
3555,4.2.3.134,PHYKPL
3556,6.3.1.14,DPH6
3557,1.14.19.53,CYP27C1
3558,4.3.1.17,SDS
3559,4.3.1.17,SDSL
3560,4.3.1.19,SDS
3561,4.3.1.19,SDSL
3562,1.14.11.30,HIF1AN
3563,1.14.13.32,CYP3A4
3564,1.14.14.55,CYP3A4
3565,1.14.14.56,CYP3A4
3566,1.14.14.57,CYP3A4
3567,1.14.14.73,CYP2J2
3568,1.14.14.73,CYP3A4
3569,6.3.2.3,GSS
3570,1.14.11.42,TYW5
3571,1.5.1.25,CRYM
3572,2.3.1.108,ATAT1
3573,5.1.3.29,FUOM
3574,7.3.2.7,GET3
3575,4.1.1.94,ECHDC1
3576,2.3.1.17,NAT8L
3577,6.3.1.17,RIMKLB
3578,6.3.2.41,RIMKLA
3579,6.3.2.41,RIMKLB
3580,6.3.2.42,RIMKLA
3581,4.2.1.77,L3HYPDH
3582,1.4.1.21,ASPDH
3583,3.2.2.29,TDG
3584,1.8.5.8,SQOR
3585,3.5.1.114,ACY3
3586,2.7.7.43,CMAS
3587,2.7.7.92,CMAS
3588,3.4.19.14,GGT1
3589,3.4.19.14,GGT5
3590,3.3.2.2,TMEM86B
3591,3.1.4.2,GPCPD1
3592,2.1.1.297,N6AMT1
3593,2.1.1.297,HEMK1
3594,2.7.1.157,GALK2
3595,2.8.3.13,SUGCT
3596,3.6.4.7,AFG1L
3597,1.18.1.6,FDXR
3598,2.3.1.80,NAT8B
3599,2.3.1.80,NAT8
3600,2.3.1.257,NAA40
3601,2.1.1.60,CAMKMT
3602,4.1.1.11,GADL1
3603,2.7.1.12,IDNK
3604,3.1.4.44,GDE1
3605,1.14.11.63,JMJD7
3606,2.1.1.85,SETD3
3607,2.1.1.309,BUD23
3608,3.1.3.18,PGP
3609,2.7.1.140,IPMK
3610,2.7.1.151,IPMK
3611,1.14.18.6,FA2H
3612,2.1.1.22,CARNMT1
3613,1.8.3.1,SUOX
3614,2.1.1.10,BHMT2
3615,1.1.1.50,AKR1C4
3616,1.1.1.225,AKR1C4
3617,1.1.1.149,AKR1C1
3618,1.14.14.80,CYP4A11
3619,1.14.14.80,CYP4A22
3620,2.3.1.258,NAA50
3621,1.14.13.225,MICAL3
3622,1.14.13.225,MICAL1
3623,1.14.13.225,MICAL2
3624,3.1.11.1,EXD2
3625,2.4.1.87,A3GALT2
3626,2.7.1.165,GLYCTK
3627,2.3.1.259,NAA60
3628,2.4.2.61,RXYLT1
3629,2.8.1.14,TRMU
3630,4.1.99.22,MOCS1
3631,4.6.1.17,MOCS1
3632,2.7.7.40,CRPPA
3633,3.1.7.2,HDDC3
3634,3.5.1.122,WDYHV1
3635,1.1.99.39,D2HGDH
3636,3.1.3.81,PLPP4
3637,3.1.3.81,PLPP5
3638,3.1.1.106,MACROD2
3639,3.1.1.106,MACROD1
3640,1.14.14.74,CYP2J2
3641,3.2.1.107,PGGHG
3642,2.1.1.34,TARBP1
3643,1.8.1.9,TXNRD2
3644,1.8.1.9,TXNRD3
3645,1.8.1.9,TXNRD1
3646,2.3.1.45,CASD1
3647,3.5.99.10,RIDA
3648,4.2.1.48,DGLUCY
3649,2.1.1.286,BMT2
3650,3.5.1.128,NIT1
3651,2.3.1.68,GLYATL1B
3652,2.3.1.68,GLYATL1
3653,3.4.17.17,VASH1
3654,3.4.17.17,VASH2
3655,1.2.1.32,ALDH8A1
3656,2.3.1.291,CERS6
3657,2.3.1.291,CERS5
3658,3.2.1.209,MAN1B1
3659,2.3.1.181,LIPT2
3660,7.2.2.19,ATP12A
3661,7.2.2.19,ATP4A
3662,7.2.2.19,ATP4B
